code	product_name_de	quantity	categories_tags	ingredients_text_de
4061458242905	Kulturheidelbeeren, Grammatur	125g	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:fruits,en:berries,en:blueberries	Heidelbeeren.
22180681	Eisbergsalat	1	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:leaf-vegetables,en:lettuces,en:iceberg-lettuce	Eisbergsalat.
11125355	Salzstangen	250g	en:snacks,en:salty-snacks,de:salzstangen	E471,Sonnenblumenöl,Weizenmehl,E524,Meersalz
4061458020107	Hähnchen Geschnetzeltes			
23187153	Pfirsiche mit Vanille	330g		
4061458060691	Sun snacks	125g	en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:cereals-and-potatoes,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:potato-crisps	Kartoffeln, Sonnenblumenöl, Zwiebelpulver, Salz, Zucker, Vollmilchpulver, Sauerrahmpulver, Knoblauchpulver, Kräuter, Aroma (enthält Milcherzeugnisse), Säuerungsmittel: Citronensäure.
4099200043869				
4061458104265	Weidemilch 3,5% Fett	1 l	en:dairies,en:milks,en:semi-skimmed-milks,en:whole-milks	FRISCHE VOLLMILCH, 3,5% FETT, PASTEURISIERT, HOMOGENISIERT .
4088600516127				
4061461715601				
2713078004280	Parmesan	1pcs		
4061458042093	Thai-Curry	400g	en:frozen-foods,en:meals,en:rice-dishes,en:frozen-ready-made-meals	34 % Basmatireis gegart (Wasser, Basmatireis), 28,5 % Curry-Kokossauce (Wasser, 30 % _Schlagsahne_, 18 % Kokosnussmilchpulver (Kokosnussmilch, Glukosesirup, _Milcheiweiß_), Gewürze, Curry, Zucker, Speisesalz, Basilikum, Stärke, Zitronensaft aus Zitronensaftkonzentrat, 15 % Hähnchenbrustfleisch gegart, gewürzt (Hähnchenbrustinnenfilet, Dextrose, Stärke, Speisesalz), 9 % Gemüse (Paprika, Knoblauchsprossen), Ananas.
4061458240697	Mini Roma Rispentomaten	300g	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:tomatoes-and-their-products,en:tomatoes	Rispentomaten 100%
4061458002806	Serviettenknödel	390g	de:klöße,de:knödel,de:serviettenknödel	Semmelwürfel (57 %) (_Weizenmehl_, Speisesalz, _Hefe_, Rapsöl, Palmfett), _Weizenmehl_, Palmfett, _Trockenvollei_, _Magermilchpulver_, Speisesalz, Zwiebeln, Petersilie, Gewürz.
4061461879969	Mango in Spalten, getrocknet	300 g	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:dried-products,en:dried-plant-based-foods,en:dried-fruits,en:dried-mangoes	Mango getrocknet
4061458030670	Spezialitätenbecher - Amarena-Kirsch	510ml / 279g	en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams,en:ice-cream-tubs	"Entrahmte Milch, Glukose-Fruktose-Sirup, Molkenerzeugnis, Zucker, pflanzliches Fett (Kokos), Kirschsaft aus Kirschsaftkonzentrat (6%), fettarmes Kakaopulver¹ (2%), Sauerkirschmark (1%), Kakaomasse¹, Emulgatoren: Mono - und Diglyceride von Speisefettsäuren, Lecithine (Sonnenblumen); Stabilisatoren: Johannisbrotkernmehl, Guarkernmehl, Pektine; natürliches Aroma, natürliches Bourbon-Vanillearoma, modifizierte Wachsmaisstärke, Wasser, Kakaobutter¹, Säuerungsmittel: Citronensäure; färbendes Lebensmittel: Holunderbeerkonzentrat. 

¹Rainforest Alliance-zertifiziert"
4061458011297	Junge Erbsen	750 g	en:plant-based-foods-and-beverages,en:plant-based-foods,en:legumes-and-their-products,en:fruits-and-vegetables-based-foods,en:legumes,en:frozen-foods,en:vegetables-based-foods,en:frozen-plant-based-foods,en:frozen-legumes,en:frozen-vegetables,en:green-peas,en:frozen-green-peas	Bio Markerbsen 100%
4061462042614	Tomate frito	200 g	en:plant-based-foods-and-beverages,en:plant-based-foods,en:condiments,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:sauces,en:tomatoes-and-their-products,en:tomato-sauces,en:strained-tomatoes	Passierte Tomaten, Zwiebeln, Knoblauch.
26020150	Schwarzer Pfeffer	52 g	en:plant-based-foods-and-beverages,en:plant-based-foods,en:condiments,en:spices,en:peppers,en:black-peppers,en:ground-peppers,en:ground-black-peppers,en:groceries	
4061458290319	Bio-Lachsfilets XXL - mit Haut, naturbelassen	300 g (2 x 150 g)	en:seafood,en:fishes,en:fatty-fishes,en:fish-fillets,en:salmons,en:salmon-fillets	Bio Lachsfilets 100%
4061458020466	Tyrolini - würzig	90 g	en:meats-and-their-products,en:meats,en:prepared-meats,en:sausages,de:rohwürste	Schweinefleisch, Schweinespeck, Speisesalz, Dextrose, Gewürze (Knoblauch, Koriander), Antioxidationsmittel: Ascorbinsäure; Gewürzextrakte (Paprika, Pfeffer), Stabilisator: Polyphosphate; Konservierungsstoff: Natriumnitrit; Reifekulturen, essbare Wursthülle aus Alginat (Überzugsmittel: Natriumalginat; modifizierte Stärke, Festigungsmittel: Calciumchlorid), Buchenholzrauch.
4061458020435	Tyrolini - scharf	90g	en:meats-and-their-products,en:meats,en:prepared-meats,en:sausages,de:rohwürste	Schweinefleisch, Schweinespeck, Speisesalz, Gewürze (Koriander, Knoblauch, schwarzer Pfeffer, Kümmel), Chili 1,9%, Dextrose, Antioxidationsmittel: Natriumascorbat; Gewürzextrakte (Pfeffer, Chili, Bockshornklee, Liebstöckel, Paprika), Stabilisator: Polyphosphate; Konservierungsstoff: Natriumnitrit; Reifekulturen, essbare Wursthülle aus Alginat (Überzugsmittel: Natriumalginat; modifizierte Stärke, Festigungsmittel: Calciumchlorid), Buchenholzrauch.
4061458019965	Tyrolini - mild	90g	en:meats-and-their-products,en:meats,en:prepared-meats,en:sausages,de:rohwürste	Schweinefleisch, Schweinespeck, Speisesalz, Gewürze (schwarzer Pfeffer, Knoblauch, Koriander), Honig, Dextrose, Antioxidationsmittel: Natriumascorbat; Gewürzextrakte (Liebstöckel, Bockshornklee), Stabilisator: Polyphosphate; Konservierungsstoff: Natriumnitrit; Reifekulturen, essbare Wursthülle aus Alginat (Überzugsmittel: Natriumalginat; modifizierte Stärke, Festigungsmittel: Calciumchlorid).
4061462088469	Pausensticks Geflügel	90g	en:meats-and-their-products,en:meats,en:prepared-meats,en:sausages	Putenfleisch, pflanzliches Fett (Raps) teilweise gehärtet, Speisesalz, Gewürze (schwarzer Pfeffer, Ingwer, Chili, Kurkuma), Dextrose, Gewürzextrakte (Paprikaextrakt, Pfefferextrakt), Honig, Maltodextrin, Stabilisator: Diphosphate; Antioxidationsmittel: Natriumascorbat; Konservierungsstoff: Natriumnitrit; essbare Wursthülle aus Alginat (Überzugsmittel: Natriumalginat; modifizierte Stärke, Festigungsmittel: Calciumchlorid), Buchenholzrauch.
4061458233903	Bio-Hafercookies mit Vollmilchschokolade	200g	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:dry-biscuits	Haferflocken'; (30 %), Vollmilchschokolade'; (25 %) (Zucker';, Kakaobutter';, Vollmilchpulver';, Kakaomasse';, Emulgator: Lecithine';), Zucker';, Palmfett';, Weizenvollkornmehl'; (11 %), Invertzuckersirup Backtriebmittel: Natriumcarbonate; Salz, Zuckerrübensirup';, Aroma';. ';aus kontrolliert biologischem Anbau.
4061462602207	Mini-Frikadellen	200 g	en:meats-and-their-products,en:meats	66% Schweinefleisch (zum Teil fein zerkleinert), 17 % Rindfleisch (zum Teil fein zerkleinert), Paniermehl (Weizenmehl, Speisesalz, Hefe), Zwiebeln, Meersalz, Gewürze, Speisesenf (Trinkwasser, Senfsaat, Meersalz, Branntweinessig, Gewürze, Kräuter), Petersilie.
2713854002783	Bio Schinken Fleischwurst Aldi			Sdhweinefleisch' (85%), Trinkwasser, jodiertes Speisesalz Speisesalz, Kaliumjodat), Gewürze' (Zwiebel, Pfeffer, Ingwer, Liebstöckel), Gewürzextrakt (Muskat), Dextrose!, Stabilisator. Natriumcitrate; Antioxidationsmittel: Ascorbinsäure; Konservierungsstoff: Natriurmnítit; Schweinedarm, Buchenholzrauch.Rohstof aus kontrolliert ökologischer Landwirtschaft Kann Spuren von Senf und Sellerie enthalten. Unter Schutzatrmosphäre verpadkt Bei max. +7°C mindestens haltbar bis:
29047703	Quinoa tricolore	300 g	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:seeds,en:cereals-and-their-products,en:cereal-grains,en:quinoa	Bio Quinoa weiß 50%, Bio Quinoa rot 25%, Bio Quinoa schwarz 25%
4061458145077	Koch-Hinterschinken	150 g	en:meats-and-their-products,en:meats,en:prepared-meats,en:hams	Schweinefleisch', jodiertes Speisesalz (Speisesalz, Kaliumjodat), Glukosesirup, Stabilisator: Triphosphate; Säureregulator: Natriumacetat; Antioxidationsmittel: Natrium - ascorbat; Gewürzextrakte (Zwiebel-, Lauch-, Pfeffer-, Knoblauchextrakt), Konservierungsstoff: Natriumnitrit; Buchenholzrauch. Kann Spuren von Senf und Sellerie enthalten. 'QS-Ware
4047247129145		300 g		
2113804002786				
4061463013873	Herzhafte Edelsalami	200 g	en:meats-and-their-products,en:meats,en:prepared-meats,en:cured-sausages,en:salami	
4061458133890	Bio-Jaffa Cake Orange	150 g	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,de:bio-kekse	Glukose-Fruktose-Sirup, Zucker, Orangensaft aus Orangensaftkonzentrat (11 % ), Weizenmehl, Kakaomasse, flüssiges Vollei (6 %), Butterreinfett, Kakaobutter Weizenstärke, Geliermittel (Pektin), Säuerungsmittel (Citronensäure), Backtriebmittel (Natriumhydrogencarbonat, Ammoniumhydrogencarbonat), Emulgator (Lecithine (enthält Soja), Aromen, Speisesalz
4061462038303	Hollandaise	340g		
4061462414466	Schicht-Eisdessert - Strawberry Cheesecake	330g / 473ml	en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams,en:ice-cream-tubs	Entrahmte Milch, Zucker, 9 % Weizenkeks-Stückchen (Weizenmehl, Vollkornweizenmehl, Zucker, Butter, Backtriebmittel: Diphosphate, Natriumcarbonate; Speisesalz), 7,7 % Erdbeerpüree, 6 % Erdbeersauce (Glukosesirup, Zucker, 1,2 % Erdbeerpüree, Wasser, Säuerungsmittel: Citronensäure; Verdickungsmittel: Pektin; färbende Pflanzenkonzentrate (Rettich, Apfel, schwarze Johannisbeere), natürliches Aroma), Kokosnussöl Wasser, Glukosesirup, Dextrose, Laktose, Milcheiweiß, Zitronensaft, Inulin, 0,4 % Magerquarkpulver, natürliches Aroma, färbende Pflanzenkonzentrate (Rettich, Apfel, schwarze Johannisbeere), Farbstoff: Curcumin; Emulgator: Mono - und Diglyceride von Speisefettsäuren; Stabilisatoren: Johannisbrotkernmehl, Guarkernmehl.
4061462119644	Waldfrüchte	450 g	en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:fruits-and-vegetables-based-foods,en:spreads,en:fruits-based-foods,en:plant-based-spreads,en:sweet-spreads,en:fruit-and-vegetable-preserves,en:jams	
4061458040228	Hochzeitssuppe für 2 Portionen	250 g	en:meals,en:pasta-dishes,de:maultaschen,de:knödel,de:suppeneinlage	Maultaschen 40 % (Hartweizengrieß, Trinkwasser, Schweinefleisch (11%), Weißbrotwürfel (Weizenmehl, Hefe, Speisesalz), Spinat, Zwiebeln, Speck, Vollei), Stärke, Speisesalz, Petersilie, Stabilisator (Natriumcitrate), Gewürze, Zucker, Traubenzucker, Gewürzextrakte); Grießknödel 36% (Hartweizengrieß (40 %), Trinkwasser, Vollei, Margarine (Rapsöl, Trinkwasser, Palmfett, Emulgator (Mono - und Diglyceride von Speisefettsäuren), Säuerungsmittel (Citronensäure)), Weizenstärke, Speisesalz, Gewürzextrakt); Brätknödel 24 % (Schweinefleisch (50%), Speck, Trinkwasser, Zwiebeln, Weizenmehl, Petersilie, Vollei), Speisesalz, Gewürzextrakte, Traubenzucker, Stabilisator (Diphosphate), Hefe, Antioxidationsmittel (Ascorbinsäure), Säuerungsmittel (Citronensäure), Zitronensaftpulver).
4061458093675	Hähnchen-Grillfackel Paprika	400 g		
4061461853167	Ciabatta Walnuss zum Fertigbacken	400 g	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:special-breads	Weizenmehl, Wasser, Walnüsse, Gerstenmalzmehl, natives Olivenöl extra, Steinsalz, Zucker, Hefe, Weizengluten, Weizenstärke, WEIZENBROT MIT 15 % WALNÜSSEN Fe Olivenöl extra. Steinsalz, Zucker, Hefe, Weizengluten, Weizenstärke Sojamehl, Acerola Pulver, Maltodextrin, Reisgrieß. Kann Spuren von Milch, anderen Schalenfrüchten, Lupinen und Sesam enthalten. Da es sich bei Walnusskernen um ein Naturprodukt handelt, können trotz sorafältiger Verarbeitung vereinzelt Schalen oder Schalenteile enthalten sein
4088700029893		260 g		
4088600457581				
4061458128360	Pizzeria Pizza - Chicken Tikka	330 g	en:frozen-foods,en:meals,en:pizzas-pies-and-quiches,en:pizzas,en:frozen-pizzas-and-pies,en:frozen-pizzas	
4061458026826	Gefüllte Oliven mit Mandeln	100g	en:plant-based-foods-and-beverages,en:plant-based-foods,en:pickles,en:olive-tree-products,en:plant-based-pickles,en:olives,en:marinated-olives	Grüne Oliven (73 %), Mandeln (19 %), Rapsöl, Branntweinessig';, Kräuter, Stärke, Speisesalz, Gewürz, Säuerungsmittel: Milchsäure, Citronensäure; Antioxidationsmittel: Ascorbinsäure. ';AT: Weingeistessig. Kann Spuren von Erdnüssen enthalten. Trotz größter Sorgfalt können vereinzelt Olivensteine oder Teile von Olivensteinen enthalten sein. Ungeöffnet bei max. +7 °C
4061458223591	Streichfein gesalzen	250 g	en:dairies,en:fats,en:spreads,en:spreadable-fats,en:animal-fats,en:milkfat,en:dairy-spread,en:butters,de:mischfette,de:mischstreichfett	63% Sußrahmbutter, 18% Rapsöl, Wasser, Milchsäurekulturen (enthalten _Milch_), 1% Speisesalz
4061462414442	Schicht-Eisdessert - Coffee Cookie Crumble	330g / 473ml	en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams,de:eisdesserts	Entrahmte Milch, Zucker, Kokosnussöl, 6 % Amaretti-Mandelgebäck (Zucker, Hühnereieiweiß), 0,9 % Aprikosenkernmehl, 0,42% Mandelmehl, Olivenextrakt), 6 % Kakaosauce mit Kaffee (entrahmte Milch, Zucker, Glukosesirup, 0,47 % fettarmes Kakaopulver), Laktose, Milcheiweiß, Verdickungsmittel: Pektin; 0,02 % löslicher Kaffee, natürliches Aroma), 3% geraspelte Schokolade (Zucker, Kakaomasse), fettarmes Kakaopulver, Butterreinfett, Emulgator: Lecithin (Soja); natürliches Vanillearoma), Dextrose, Glukosesirup, Laktose, Milcheiweiß, 0,4% löslicher Kaffee, natürliches Aroma, Emulgator: Mono - und Diglyceride von Speisefettsäuren; Stabilisatoren: Johannisbrotkernmehl, Guarkernmehl.
4061458226998	Berner Würstchen - Käse	300 g	en:meats-and-their-products,en:meats,en:prepared-meats,en:cured-sausages	
4061458087094	Holzofen-Pizza - Grillgemüse	430 g	en:meals,en:pizzas-pies-and-quiches,en:pizzas	Weizenmehl, Wasser, 17 % Grillgemüse (Zucchini, Aubergine, Paprikawürfel gelb und rot), passierte Tomaten, 11 % Mozzarella, Natives Olivenöl, Hartweizengrieß, jodiertes Speisesalz (Salz, Kaliumjodat), Zucker, Hefe, Gewürze.
4061458073134	Lasagne	500 g	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:cereal-pastas,en:dry-pastas,en:durum-wheat-pasta,fr:lasagnes-a-garnir	Hartweizengrieß 100%
4061482909379	Lachsfiletseite	750g		
9030452421444	Bio-Hamburger	1pcs		
4088600176475				
4061458046589	Grand Légère Schnittkäse - leicht & mild	200 g	en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:sliced-cheeses	pasteurisierte Kuhmilch, Speisesalz, mikrobieller Labaustauschstoff, Käsereikulturen.
4061458020329	Desira Joghurtminis - mild	4 x 100 g	en:dairies,en:fermented-foods,en:desserts,en:fermented-milk-products,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts,de:joghurtzubereitung	Joghurt mild, Pfirsichzubereitung, Maracujazubereitung (6,5% Pfirsiche, Zucker, Wasser, modifizierte Stärke, 0,4% Maracujasaft aus Maracujasaftkonzentrat, Aroma, Säureregulatoren: Citronensäure, Natriumcitrate), Zucker.
4061458045841	Glutenfreies Brot	400 g	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:specific-products,en:products-for-specific-diets,en:breads,en:products-without-gluten,en:special-breads,en:gluten-free-breads	Wasser, Maisstärke (30 %), Reismehi (8 %) Sesam (7 %), Sojaeiweißkonzentrat, Verdickungsmittel (Xanthan, Hydroxypropylmethylcellulose), Leinsamen (3 %), Zucker, Rapsöl, Hefe, Flohsamenschalen, Salz, getrockneter Reissauerteig, Traubenzucker, Karamellsirup, Maltodextrine, geröstete Linsen gemahlen, Säureregulator Natriumacetate,
2707224004347	Parmigiano Reggiano	217 g	en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,de:hartkäse	"Milch,
Speisesalz,
tierisches Lab"
4061458125109	Bio-Jackfruit Burger Patties	180 g	en:plant-based-foods-and-beverages,en:plant-based-foods,en:canned-foods,en:fruits-and-vegetables-based-foods,en:canned-plant-based-foods,en:meat-alternatives,en:meat-analogues	Jakobsfrucht (Jackfruit) Fruchtfleisch (25 % ), Wasser, Kichererbsen (18%), Haferflocken (12%), Stärke, Erbsenprotein, Vollkornpaniermehl (Weizenvollkornmehl, Salz, Hefe), Gewürze, geräucherter Rohrohrzucker (Rohrohrzucker, Rauch), Zwiebeln, Meersalz, Tomaten, Paprika, Kräuter
4061458052108	Bio-Jackfruit-Curry	200 g	en:plant-based-foods-and-beverages,en:plant-based-foods,en:canned-foods,en:fruits-and-vegetables-based-foods,en:canned-plant-based-foods,en:fruits-based-foods,en:meat-alternatives,en:canned-fruits,en:meat-analogues	Jakobsfrucht (Jackfruit)  (50 % ), Wasser, Kokosextrakt, Kokosnussöl, Maisstärke, Tomatenmark, Currypulver (0,9 %), Orangensaftkonzentrat, Meersalz, Zucker, Kokosblütenzucker, Zwiebelpulver, Kardamom gemahlen, Chiliflocken, Petersilie gerebelt
22140821	Feine Auswahl erlesener Pralinen	300 g	en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:confectioneries,en:chocolate-candies,en:bonbons,en:assorted-chocolate-candies	Zucker, Kakaobutter, Kakaomasse, Mandeln, Vollmilchpulver, Magermilchpulver, Haselnüsse, Butterreinfett, pflanzliche Fette (Palm, Shea, Kokosnuss, Palmkern), Eierlikör, Glukosesirup, Orangeat (Orangenschale, Zucker, Glukosesirup, Orangenöl, Antioxidationsmittel: Ascorbinsäure; Säuerungsmittel: Citronensäure), Gin, Feuchthaltemittel: Sorbitsirup, Glycerin; Kirschwasser, Emulgator: Sojalecithine; Rum, Himbeere, Sahnepulver, Invertzuckersirup, Cornflakes-Granulat (Mais, Zucker, Salz, Gerstenmalzextrakt), Süßmolkenpulver, Säuerungsmittel: Citronensäure; Alkohol, Aromen, stark entöltes Kakaopulver, Bourbon Vanilleextraktpulver, Uberzugsmittel: Schellack; Butter, Kondensmilch, Milchzucker.
22138965	Kräuter-Fleischsalat	200 g	en:meats-and-their-products,en:spreads,en:meals,en:meats,en:prepared-salads,en:meat-preparations,en:meat-spreads,de:fleischsalat,en:salads	
22162533	Ziegenfrischkäse - Natur	150 g	en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:goat-cheeses,en:cream-cheeses	Pasteurisierte Ziegenmilch, pasteurisierte Ziegensahne, Salz, Milchsäurebakterien, mikrobieller Labaustauschstoff.
29073368	Dreikorn Toast	500 g (20 x 25 g)	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:toasts	Weizenmehl, Wasser, Roggenvollkornschrot, Weizenvollkornschrot, Hafervollkornschrot, pflanzliches Öl (Raps), Hefe, Speisesalz, Weizenkleie, Sauerteig (Weizenmehl, Wasser), Dextrose, Malzmehl (Weizen, Gerste) Säureregulator: Natriumdiacetat.
4047247080705	Röstzwiebel Leberwurst fein	125 g	en:meats-and-their-products,en:meats,en:prepared-meats,en:sausages,en:liver-sausages,en:pork-liver-sausages	Schweinefleisch 46%, Schweineleber 25%, Schweinespeck, Röstzwiebeln 9,5%, jodiertes Speisesalz (Speisesalz, Kaliumjodat), Zucker, Emulgator: Mono - und Diglyceride von Speisefettsäuren; Gewürze (Pfeffer, Kardamom, Zwiebel, Paprika, Muskat, Koriander), Kräuter (Majoran, Bohnenkraut, Thymian), Antioxidationsmittel: Ascorbinsäure; Konservierungsstoff: Natriumnitrit.
4061458089692	Hähnchen-Grillies Spicy Pepper	400 g	en:meats-and-their-products,en:meats,en:chicken-and-its-products,en:poultries,en:chickens,en:chicken-breasts	Hähnchenbrustfilet 90 %, Rapsöl, Gewürze (schwarzer Pfeffer, Knoblauch, Chili, Zwiebel, Tomate, Petersilie, Liebstöckelwurzel, Pastinake, Lauch, Muskatblüte, Karotte, Dill, Basilikum), Speisesalz, Palmfett, Gewürzextrakte (Paprika-, Chili-, Pfefferextrakt).
29011155	Kulturchampignons Braun aus Niedersachsen	400 g	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:mushrooms-and-their-products,en:mushrooms,en:champignon-mushrooms,en:whole-champignon-mushrooms	Champignons 100%
29024544	Sliced gherkins	70 g	en:plant-based-foods-and-beverages,en:plant-based-foods,en:condiments,en:spices,en:spice-mix	
4061461505905	Lachsfilet-Seite mit Haut - mediterran	600 g	en:seafood,en:fishes,en:fatty-fishes,en:fish-fillets,en:salmons,en:salmon-fillets,de:lachs-aus-aquakultur	98 % Lachs, Speisesalz, Gewürze, Kräuter, Zucker, Rapsöl.
4088700105122				
4061458224246	Frische Cappelletti	250 g	en:meals,en:pasta-dishes,en:stuffed-pastas	Eierteigware (66 %) : Weizenmehl, Hühnervollei (30%), Hartweizengrieß. Koch - und rohschinkenhaltige Füllung (34%): Kochschinken (35 %) (Schweinefleisch, Salz, Dextrose, Aromen, Antioxidationsmittel: Natriumascorbat; Konservierungsstoff: Natriumnitrit), Paniermehl (Weizenmehl, Wasser, Salz, Hefe), Rohschinken (16 %) (Schweinefleisch, Salz, Konservierungsstoff: Kaliumnitrat), Molkenerzeugnis, Sonnenblumenöl, geräucherter Schinkenspeck (6 %) (Schweinefleisch, Salz, Gewürze, Dextrose, Kräuter, Konservierungsstoff: Natriumnitrit, Kaliumnitrat; Buchenholzrauch), Zucker, Salz, Aroma (enthält Milch).
4061458021760	Zart Herb	40g		
4061462541285	Frühstücks-Herzen zum Aufbacken - Mehrkorn	280g	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:buns,de:brötchen-zum-aufbacken	Weizenmehl, Trinkwasser, 5 % Roggenvollkornschrot, 4 % Leinsamen, 4% Haferflocken, Rapsöl, Kartoffelflocken, Backhefe, Weizeneiweiß, Dinkelweizenvollkornmehl, Sonnenblumenkerne, Apfelessig, Zucker, Speisesalz, Säureregulator: Natriumacetate; Gerstenmalzmehl, Backtriebmittel: Diphosphate, Natriumcarbonate: Trennmittel: Calciumcarbonat; Maisstärke.
4061458289443	Mandeln - Strawberry Cheesecake Style	100 g	en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:confectioneries,en:chocolate-candies,en:bonbons,en:chocolate-covered-nuts,en:chocolate-covered-almonds	56% weiße Schokolade [Zucker, Kakaobutter, Vollmilchpulver, Emulgatoren: Lecithine (Soja), natürliches Vanillearoma], 34% geröstete Mandeln, 4,7% gefriergetrocknetes Erdbeerpulver, Pflanzenfett (Sonnenblume, Shea), Aroma.
5411683004998	Junge Erbsen Aldi	450g		
4061458049030	Mandeldrink - ungesüßt	1l	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:dairy-substitutes,en:nuts-and-their-products,en:plant-based-beverages,en:milk-substitutes,en:plant-milks,en:nut-milks,en:almond-milks	Wasser, Mandeln (2,3 %), Meersalz, Säureregulator: Calciumcitrate; Stabilisator: Gellan
4061458218757	The Wonder Chonks - Chicken-Style	185 g	en:plant-based-foods-and-beverages,en:plant-based-foods,en:meat-alternatives,en:meat-analogues,de:vegane-fleische	Trinkwasser, _Sojaproteinkonzentrat_ 25 %, Rapsöl, Speisesalz, Aroma.
4061462761713	Gin & Tonic Mixed-Drink Dose	0,33L	en:beverages,en:alcoholic-beverages	
4061458006583	Salatcup - Käse & Schinken mit Joghurt-Dressing	300g	en:meals,en:prepared-salads	Salat-Gemüsemischung mit Käse, Schinken, Croutons und Joghurt-Dressing mit Kräutern, Zutaten Salat-Gemüsemischung mit Käse, Schinken und Croutons: Gemüse in veränderlichen Gewichtsanteilen (Cocktailtomaten, Frisée, Karotte, Lollo Bionda, Lollo Rosso, Radicchio), 6,5 % Kochschinkenwürfel (Schweinefleisch, Speisesalz,Traubenzucker, Gewürzextrakte, Stabilisatoren: Triphosphate, Diphosphate Antioxidationsmitel: Natriumascorbat, Konservierungsstoff: Natriumnitrit), 6,5% Gouda (48% Fett i, Tr), 5% Croutons (_Weizenmehl_, Sonnenblumenöl (Sonnenblumenöl, Antioxidationsmittel: Extrakt aus Rosmarin), Speisesalz, Hefe) Zutaten Joghurt-Dressing mit Kräutern (33 %): Wasser, 14% Joghurt (_Magermilch_, Stabilisator: Pektin Joghurtkulturen), Rapsöl, Weinessig, Zucker, _Vollmilchpulver_, Meersalz, Maisstärke, _Eigelb_, Branntweinessig, Kräuter, Gewürze, Speisesalz, _Senfsaaten_,Traubenzucker, Verdickungsmitte: Guarkernmehl, Xanthan, Säuerungsmittel: Citronensäure,
4061458268936	Salat Menü - Quinoa-Salat mit Ziegenfrischkäse	350g	en:meals,en:prepared-salads	
4061458021722	Wrap - Hähnchen Tex Mex	190 g	en:sandwiches,en:wraps	50 % Tomaten-Weizenfladen (Weizenmehl, Wasser, Rapsiöl, Backtriebmitel: Diphosphate, Natriumcarbonate; 1 % farbendes Tomatenpulver, Traubenzucker, Saetire salz, Sãuerungsmittel: Apfelsäure; Kräuter, Gewürze, Paprika, getrocknete Zwiebeln, getrockneter Knoblauch), 16% pikante Zubereitung aus Paprika und Tomaten (26 % Paprika, Rapsöl, Wasser, 12 % Tomatenmark, 10% halbgetrocknete Tomaten, Zwiebeln, Zucker, Speisesalz, modifizierte Stärke, Weinessig, Branntweinessia, Gewürze, Traubenmostkonzentrat, Verdickungsmittel: Guarkernmehl,Xanthan; Magermilchpulver, Säureregulator: Natriumacetate; Kreuzkümmel, Knoblauch, Senfmehl, Säuerungsmittl: Essigsäure, Citronensäure Zimt, Stärke, Stabiliator: Calciumchlorid), 13 %Hähnchenbruststreifen gebraten (98% Hähnchenbrust, Speisesalz,Traubenzucker), 8 % eingelegte Kidneybohnen-Mais-Mischung (Kidneybohnen, Mais, Wasser, Zucker, Speisesalz, Branntweinessig), % Spitzkohl mariniert (Spitzkohl, Branntweinessig, Speisesalz, Rapsol), 4% Gouda, Stärke. Kann Spuren von Sesam, Sellerie, Schalenfrüchten, Lupinen, Soja, Ei und Fisch enthalten.
4061462393884	Frühstücksfleisch	340g	en:canned-foods,en:meats-and-their-products,en:meats,en:meat-preparations,en:canned-meats	
